1001	13.21
1002	4.443
1003	3.416
1004	1.548
1005	14.58
1006	5.026
1007	7.0
1008	6.049
1009	6.69
1010	13.85
1011	1.489
1012	14.26
1013	9.826
1014	9.83
1015	2.943
1016	11.32
1017	-0.07651
1018	10.3
1019	7.775
1020	12.34
1021	12.2
1022	11.89
1023	13.0
1024	11.18
1025	13.81
1026	9.624
1027	10.84
1028	2.052
1029	7.722
1030	4.691
1031	5.029
1032	5.229
1033	12.95
1034	13.68
1035	7.07
1036	21.21
1037	13.22
1038	10.25
1039	11.55
1040	9.339
1041	0.1883
1042	-0.782
1043	0.5362
1044	0.4761
1045	11.87
1046	11.9
1047	14.0
1048	14.57
1049	12.66
1050	12.35
1051	0.7225
1052	19.73
1053	1.745
1054	6.521
1055	7.399
1056	5.712
1057	3.247
1058	4.519
1059	6.508
1060	5.653
1061	-1.649
1062	6.955
1063	12.17
1064	4.964
1065	9.235
1066	10.81
1067	11.42
1068	10.91
1069	13.71
1070	12.83
1071	10.3
1072	8.417
1073	7.001
1074	9.208
1075	-1.332
1076	5.162
1077	6.391
1078	6.964
1079	2.409
1080	19.62
1081	5.733
1082	7.29
1083	12.12
1084	12.37
1085	5.522
1086	0.8244
1087	2.801
1088	3.863
1089	5.887
1090	4.372
1091	4.675
1092	7.776
1093	5.071
1094	10.88
1095	18.63
1096	10.17
1097	11.76
1098	7.985
1099	1.119
1100	14.69
1101	12.53
1102	4.811
1103	7.042
1104	13.89
1105	2.062
1106	11.81
1107	9.784
1108	22.77
1109	11.9
1110	9.549
1111	8.125
1112	7.105
1113	10.16
1114	2.147
1115	1.501
1116	10.57
1117	12.46
1118	9.053
1119	6.837
1120	12.11
1121	-2.912
1122	10.24
1123	14.33
1124	12.62
1125	8.248
1126	8.507
1127	13.85
1128	14.14
1129	-0.8974
1130	7.468
1131	8.553
1132	11.8
1133	12.92
1134	16.7
1135	16.84
1136	1.954
1137	12.14
1138	17.81
1139	6.55
1140	3.844
1141	4.783
1142	12.15
1143	9.731
1144	8.142
1145	-2.092
1146	-2.019
1147	7.175
1148	6.118
1149	2.708
1150	4.68
1151	10.29
1152	10.43
1153	8.54
1154	9.347
1155	9.859
1156	4.675
1157	-0.251
1158	9.84
1159	11.28
1160	14.1
1161	4.994
1162	7.395
1163	3.576
1164	15.32
1165	16.6
1166	16.03
1167	13.68
1168	13.48
1169	9.737
1170	17.8
1171	13.43
1172	5.54
1173	5.41
1174	4.801
1175	16.06
1176	4.188
1177	3.959
1178	5.365
1179	5.623
1180	2.081
1181	-0.8988
1182	1.471
1183	3.485
1184	0.1676
1185	11.42
1186	8.775
1187	9.95
1188	31.44
1189	16.68
1190	-0.24
1191	-0.7706
1192	9.172
1193	10.64
1194	8.477
1195	9.372
1196	12.13
1197	18.03
1198	9.87
1199	5.744
1200	8.367
1201	11.13
1202	10.57
1203	11.54
1204	10.39
1205	11.65
1206	5.321
1207	5.073
1208	8.518
1209	6.075
1210	6.54
1211	4.37
1212	0.2182
1213	12.98
1214	7.992
1215	7.306
1216	8.302
1217	4.866
1218	12.25
1219	8.505
1220	6.666
1221	6.796
1222	4.008
1223	6.947
1224	0.1078
1225	3.834
1226	7.155
1227	0.8815
1228	-1.532
1229	6.088
1230	2.421
1231	3.718
1232	2.861
1233	-2.471
1234	1.136
1235	12.86
1236	13.49
1237	10.77
1238	2.426
1239	8.17
1240	20.55
1241	9.256
1242	12.66
1243	5.914
1244	12.57
1245	7.382
1246	10.1
1247	10.88
1248	14.95
1249	17.68
1250	10.7
1251	5.994
1252	9.214
1253	8.931
1254	12.19
1255	9.931
1256	10.99
1257	8.596
1258	4.829
1259	10.72
1260	3.714
1261	5.265
1262	3.572
1263	4.546
1264	3.252
1265	-3.355
1266	9.011
1267	5.998
1268	7.172
1269	9.013
1270	7.474
1271	5.595
1272	13.89
1273	10.82
1274	18.18
1275	5.002
1276	4.611
1277	9.764
1278	6.106
1279	10.71
1280	7.353
1281	3.306
1282	-2.421
1283	10.37
1284	5.797
1285	18.27
1286	9.04
1287	18.64
1288	7.151
1289	9.774
1290	2.183
1291	8.17
1292	15.06
1293	4.382
1294	8.998
1295	11.15
1296	10.67
1297	3.34
1298	9.958
1299	8.918
1300	2.455
1301	6.72
1302	6.454
1303	11.04
1304	10.79
1305	8.192
1306	1.334
1307	2.741
1308	7.021
1309	5.754
1310	1.154
1311	1.714
1312	6.719
1313	7.489
1314	-1.412
1315	11.35
1316	19.96
1317	11.27
1318	14.72
1319	11.39
1320	4.38
1321	6.449
1322	3.649
1323	5.2
1324	5.126
1325	10.85
1326	9.776
1327	6.876
1328	13.82
1329	17.34
1330	7.808
1331	6.173
1332	3.512
1333	5.912
1334	7.098
1335	6.113
1336	5.88
1337	5.922
